frame,time_s,X,Y,Z,reproj_err,conf_cam1,conf_cam2
32,0.5495521367521368,-0.12670917736142853,-0.0967154197738705,-1.0838072319786856,0.24093198251106127,0.91187846660614,0.91187846660614
34,0.5838991452991453,-0.45980652151315216,-0.0706812191042638,-2.6961610686367514,0.18759560156661786,0.9209997057914734,0.9209997057914734
44,0.755634188034188,0.17572070963713468,-0.09593418905782031,0.4711838824545414,0.16914134720402976,0.929936945438385,0.929936945438385
50,0.8586752136752137,0.14175057585072864,-0.08659830236841325,0.32869918866747605,0.1538590504513495,0.8062183856964111,0.8062183856964111
